שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2019,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
תושייה,1083,TUSHIYYA,6,62,621,39,,1,955,955,955,,1958,350,,1563759372,108,651,10001930,2019,Tushiyya,620
תימורים,163,TIMMORIM,6,61,611,33,143,1,777,777,770,,1954,320,6,1771962485,77,616,10001821,2019,Timmorim,420
תירוש,10,TIROSH,1,11,112,26,,1,493,493,490,,1955,310,2,1892862871,149,151,15000597,2019,Tirosh,
תל אביב -יפו,5000,TEL AVIV - YAFO,5,51,511,0,110,4,460613,439854,414231,20759,1909,130,,1802766486,17,507,10001579,2019,Tel Aviv - Yafo,
תל חי (מכללה),1707, ,2,21,211,1,,,,,,,,520,,2543679339,241,253,10004591,2019,,211
תל יוסף,84,TEL YOSEF,2,23,232,8,,1,559,559,547,,1921,330,15,2377871801,-15,204,10004394,2019,Tel Yosef,213
תל יצחק,287,TEL YIZHAQ,4,41,411,19,141,1,1022,1017,880,5,1938,330,6,1877468441,31,401,15000060,2019,Tel Yizhaq,
תל מונד,154,TEL MOND,4,41,411,99,141,1,13144,13140,12979,4,1929,170,,1924068438,46,457,15000060,2019,Tel Mond,
תל עדשים,103,TEL ADASHIM,2,23,234,9,,1,1503,1494,1468,9,1923,310,1,2286472908,98,254,10004394,2019,Tel Adashim ,213
תל קציר,719,TEL QAZIR,2,22,221,6,,1,417,417,406,,1949,330,15,2581973451,-144,214,10004552,2019,Tel Qazir,214
תל שבע,1054,TEL SHEVA,6,62,623,99,342,2,20808,31,17,20777,,260,,1867057304,312,652,10001937,2019,Tel Sheva,
תל תאומים,1283,TEL TE'OMIM,2,23,231,7,,1,575,575,575,,1987,370,2,2468570537,-139,202,10004568,2019,Tel Te'omim ,214
תלם,3719,TELEM,7,77,,78,,1,445,445,443,,1982,320,9,2030460789,672,715,15003512,2019,Telem,
תלמי אליהו,1051,TALME ELIYYAHU,6,62,622,38,,1,302,302,300,,1970,310,1,1455757108,136,651,10001893,2019,Talme Eliyyahu,620
תלמי אלעזר,2003,TALME EL'AZAR,3,32,324,14,,1,945,945,932,,1952,310,10,1981270578,27,351,10004261,2019,Talme El'azar,
"תלמי ביל""ו",2050,TALME BILU,6,62,621,42,,1,529,529,523,,1953,310,7,1662859411,171,651,10001930,2019,Talme Bilu,620
תלמי יוסף,1237,TALME YOSEF,6,62,622,38,,1,329,329,328,,1982,310,10,1391756807,111,651,10001893,2019,Talme Yosef,620
תלמי יחיאל,727,TALME YEHI'EL,6,61,611,33,143,1,997,997,989,,1949,310,1,1776162904,52,616,10001821,2019,Talme Yehi'el,420
תלמי יפה,744,TALME YAFE,6,61,614,36,,1,818,818,778,,1950,320,6,1633861413,73,633,10001829,2019,Talme Yafe,
תלמים,814,TELAMIM,6,61,612,50,,1,929,929,927,,1950,310,1,1689060812,95,634,10001813,2019,Telamim,
תמרת,1244,TIMRAT,2,23,237,9,,1,1293,1288,1267,5,1983,370,13,2214073433,239,254,10004411,2019,Timrat,213
תנובות,2002,TENUVOT,4,41,411,18,141,1,831,831,823,,1952,310,1,1966869022,40,412,15000060,2019,Tenuvot,
תעוז,752,TA'OZ,1,11,112,26,444,1,629,629,625,,1950,310,2,1977063427,221,151,15000597,2019,Ta'oz,
תעשיון בינימין*,1744, ,4,42,421,20,142,,,,,,,520,,1957967601,40,417,10002133,2019,,
תעשיון השרון,1741, ,4,41,411,18,141,,,,,,,520,,1927868692,51,412,10002116,2019,,
תעשיון חבל יבנה,1750, ,4,44,441,29,143,,,,,,,520,,1690063621,13,456,10001836,2019,,420
תעשיון חצב*,1742, ,4,42,422,20,142,,,,,,,520,,1965566351,110,417,10002168,2019,,
תעשיון מבצע*,1754, ,6,61,611,33,143,,,,,,,520,,1767563096,60,616,10001821,2019,,420
תעשיון מיתרים,1794, ,7,77,,78,,,,,,,,520,,2005458682,602,715,15003512,2019,,
תעשיון צריפין,1749, ,4,43,432,40,133,,,,,,,520,,1862665227,50,425,10002228,2019,,
תעשיון ראם*,1755, ,6,61,611,35,,,,,,,,520,,1799562950,60,616,10001821,2019,,420
"תעשיון שח""ק",1792, ,7,71,,72,,,,,,,,520,,2169670880,346,710,15004488,2019,,
תעשיות גליל תחתון,1714, ,2,22,222,3,,,,,,,,520,,2436674341,166,206,10004552,2019,,214
תפרח,709,TIFRAH,6,62,622,42,344,1,2178,2178,2178,,1949,191,,1693658163,160,651,10001893,2019,Tifrah,620
תקומה,665,TEQUMA,6,62,621,39,,1,722,722,722,,1949,310,2,1600359560,130,651,10001930,2019,Tequma,620
תקוע,3563,TEQOA,7,76,,76,445,1,4076,4074,4033,2,1977,190,,2218961753,646,714,15000586,2019,Teqoa,
תראבין א-צאנע (שבט),970,TARABIN AS-SANI,6,62,623,,,3,,,,,,460,,1830056400,,699,10001946,2019,Tarabin as-Sani',
תרבין א-צאנע (יישוב)*,1346,TARABIN AS-SANI,6,62,623,69,341,2,1139,7,7,1132,,450,,1752658369,230,624,10001946,2019,Tarabin As-Sani,610
תרום,778,TARUM,1,11,112,26,444,1,944,944,943,,1950,310,2,1983663227,284,151,15000597,2019,Tarum,
